Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
79011;F17002311;PLA-GIRIBERT PONS, MONTSERRAT;SANT JORDI DESVALLS;BAIX;17464;CARRER;5;972798102;SARRIA DE TER
79012;F17002329;MARCE BADOSA, NURIA;FORTIA;VILASACRA;17469;CARRETERA;S/N;972953405;FIGUERES
79013;F17002336;SERRA RIGAU, MA MERCE;VILABLAREIX;SANTA COLOMA;17180;CARRETERA;90;972232605;SALT
79014;F17002350;PUIGDEVALL DALMAU PIETAT;CABANES;ESCOLES;17761;CARRER;10;972509851;PERALADA
79015;F17002368;CASADEMONT CORONAS, ANNA;LLERS;SANT QUIRZE;17730;CARRER;1;972528204;VILAFANT*
79016;F17002382;PINADELL GIRALT ROSER;AGULLANA;JOSEP SERRA;17707;CARRER;S/N;972535237;JONQUERA,LA*
79017;F17002390;FREIXES SANJUAN, REMEI;VILA-SACRA;DE L'ESGLESIA;17485;PLAÇA;7;972511216;FIGUERES
79018;F17002400;COLL COLLET, NURIA;SANT MIQUEL DE FLUVIA;FIGUERES;17475;CARRER;S/N;972568219;BASCARA
79019;F17002417;HORTALA DANIEL,MA.FARNERS;LLANÇA;CASTELLAR (EL PORT DE LLANÇA);17490;CARRER;2;972381496;LLANÇA
79020;F17002424;PAGES MOLAS, ANNA MA;SERINYA;NOU;17852;CARRER;S/N;972593158;BANYOLES*
79021;F17002431;COLLS BROSSA, M. CARME;ALBONS;DR. MARTI;17136;CARRER;S/N;972788300;ESCALA,L'
79022;F17002449;ALBRICH PLANA, ESTHER;MONTAGUT I OIX;FONT;17855;CARRER;6;972687088;BESALU
79023;F17002456;FELEZ VIDAL, MONTSERRAT;CASTELL-PLATJA D'ARO;SANTA CRISTINA-PLATJA D'ARO;17250;CARRETERA;68;972818543;SANT FELIU DE GUIXOLS
79024;F17002463;GISPERT ESPADALE, JORDI;FORALLAC;CARME CARLES;17410;CARRER;16;972642287;BISBAL DE L,EMPORDA,LA
79025;F17002470;TABERNER MUNDET, M. LOURDES;FIGUERES;SANTA LLOGAIA;17600;CARRER;15-17;972511266;FIGUERES
79026;F17002488;FRIGOLE OLIVER, M. CARME;CAMOS;CAMOS;17834;CARRETERA;14;972574224;BANYOLES*
79027;F17002495;MEDINA BONORA, M. JOSEP;SANT JULIA DEL LLOR I BONMATI;SANT RAMON (BONMATI);17164;CARRER;2;972422231;ANGLES*
79028;F17002505;PI HERRERO, PIETAT;VILAMALLA;NACIONAL II A, Km.2;17469;CARRETERA;S/N;972526073;VILAFANT*
79029;F17002512;CASAS BASCO, MONTSERRAT;ROSES;GOLA ESTANY;17480;AVINGUDA;27;972255658;ROSES
79030;F17002544;ALDRICH TOMAS, AGNES;LLADO;MAJOR;17745;PLAÇA;4;972565103;VILAFANT*
79031;F17002569;ALABALL RADRESA, CAROLINA;TORROELLA DE MONTGRI;GRECIA (L'ESTARTIT);17257;AVINGUDA;14;972750524;TORROELLA DE MONTGRI
79032;F17002583;BAGUE ROVIRAS, MARIA SARA;BELLCAIRE D'EMPORDA;TER VELL;17141;CARRER;S/N;972788471;ESCALA,L'
79033;F17002590;FABREGAS REBOLLO, ESTEVE;LLORET DE MAR;VIDRERES;17310;AVINGUDA;123 A;972362206;LLORET DE MAR*
79034;F17002600;PLANAS MORET, MA. ROSA;ESCALA L';RIELLS;17130;AVINGUDA;18;972771473;ESCALA,L'
79035;F17002632;MORELL OLIVE, GLORIA;BLANES;CATALUNYA;17300;AVINGUDA;12;972337445;BLANES
79036;F17002640;RUHI BRUNSO, NATALIA;FONTCOBERTA;BANYOLES;17833;CARRETERA;14;972573215;BANYOLES*
79037;F17002657;REVILLA ESTRACH, MARIA ANGELES;COLERA;MAR;17469;AVINGUDA;78;972389212;LLANÇA
79038;F17002664;SANCHEZ GALINDO, MARIA VICTORIA;SANT FELIU DE BUIXALLEU;DE GRIONS;17451;CARRETERA;29;972865323;BREDA-HOSTALRIC
79039;F17002671;CUBARSI DEULONDER,ANNA MA.;BANYOLES;FIGUERES;17820;CARRER;41;972582735;BANYOLES*
79040;F17002689;FAJOL AYNIER, DOLORS;CASTELLO D'EMPURIES;JOAN CARLES (EMPURIABRAVA);17487;CARRER;78 B;972451664;ROSES
79041;F17002696;MALLOL MARCO, BEGOÑA;PUIGCERDA;VILALLOVENT;17520;CARRER;4;972882451;CERDANYA
79042;F17002706;GUILLEM PLANELLA, RAQUEL;BLANES;LOS PAVOS;17300;AVINGUDA;30;972351150;BLANES
79043;F17002713;SANS RUBIO, JOAN;OLOT;RAMON BARNADES;17800;CARRER;2;972270241;OLOT
79044;F17002720;MARTINEZ BADAL, BIBIANA/ROCA YGLESIAS,MARTI;ROSES;GRAN VIA DE PAU CASALS;17480;CARRER;20;972254802;ROSES
79045;F17002738;ARQUE BARIOS, ALBERT;CASTELL-PLATJA D'ARO;PLATJA D'ARO;17250;AVINGUDA;297;972822971;SANT FELIU DE GUIXOLS
79046;F17002745;BERTRAN MORERA, MONTSERRAT;AVINYONET DE PUIGVENTOS;SIMO LLAUNETA;17742;CARRER;41;972546260;VILAFANT*
79047;F17002752;PUIG GOMEZ, MARIA NEUS;CRUILLES,MONELLS,ST.SADURNI;DE LA CREU;17116;PLAÇA;1;972643284;BISBAL DE L,EMPORDA,LA
79048;F17002777;SANCHEZ BALLESTER. NURIA;VENTALLO;ARBRE SEC;17473;CARRER;S/N;872004028;ESCALA,L'
79049;F17002784;PITA GONZALEZ, FERNANDA;GIRONA;LLUIS PERICOT;17003;AVINGUDA;35;972224838;GIRONA 3
79050;F17002791;DEVESA BORRELL, GLORIA;PALS;DE LA PLATJA (MASOS DE PALS);17256;CARRETERA;103;972667730;PALAFRUGELL
79051;F17002801;URQUIZU ARANAGA, MARIA JOSEP;CALONGE;CATALUNYA;17251;AVINGUDA;S/N;972661693;PALAMOS
79052;F17002819;COLOMER COLL,PILAR;CADAQUES;PORT LLIGAT;17488;CARRETERA;S/N;972258932;ROSES
79053;F17002826;BALERI BOSCH, ELISABET;CASSA DE LA SELVA;MARINA;17244;CARRER;113;972461159;CASSA DE LA SELVA
79054;F17002833;JUANOLA RIBERA, ALEXANDRE;GIRONA;SANT JOAN BOSCO;17007;CARRER;23;972204193;SARRIA DE TER
79055;F17002840;MENDIETA FITER, ANTONI;PALAFRUGELL;PERE PASCUET (LLAFRANC);17200;CARRER;37;972302770;PALAFRUGELL
79056;F17002865;RAMOS MOUGAN, CARMEN MARIA;GER;VELLA;17539;CARRETERA;S/N;972147059;CERDANYA
79057;F17002872;MONT GORGOT, JOSEP;VILAFANT;NAVATA;17740;CARRER;2-4;972671591;VILAFANT*
79058;F17002880;CAMPRUBI FALCO, GEMMA;SANT JOAN DE LES ABADESSES;RAMON D'URG;17860;CARRER;56;972722226;RIPOLL-SANT JOAN DE LES ABADESSES
79059;F17002897;GRANELL ORTELLS, CLIMENT DE PAULA;CALONGE;COSTA BRAVA;17252;AVINGUDA;6-8;972652705;PALAMOS
79060;F17002914;QUINTANA VILA, SANTIAGO;CASTELL-PLATJA D'ARO;S'AGARO, BAIXOS I PIS, LOCAL 2;17250;AVINGUDA;55;972819683;SANT FELIU DE GUIXOLS
79061;F17002921;MUÑOZ CUBILLO, JOSE M.;SALT;PAISOS CATALANS;17190;CARRER;145;972243412;SALT
79062;F17002939;ARAGAY CAMPS, ROSER;SANT JULIA DE RAMIS;DR. FLEMING (MEDINYA);17481;CARRER;3;972498186;SARRIA DE TER
79063;F17002946;MENENDEZ DE ALVARE RODRIGUEZ, MARIANO RODOLFO;CASTELLO D'EMPURIES;PORT BANYULS;17487;CARRER;1;972452095;ROSES
79064;F17002953;GRIMA AULET, DOLORS;BLANES;GIRALDA;17300;CARRER;3;972337010;BLANES
79065;F17002960;MASSAGUER COMAS, MARTA;VALL-LLOBREGA;CAMI RAL;17230;CARRER;1;972318096;PALAMOS
79066;F17002978;NEBOT GIRALT, ARIADNA;GIRONA;DE FRANÇA;17007;AVINGUDA;40;972410938;GIRONA 4
79067;F17003001;TIBAU LOPEZ, MARIA;LLORET DE MAR;L'ANGEL;17310;CARRER;22;972371075;LLORET DE MAR*
79068;F17003019;VIDAL PRUJA, LIDIA;LLANARS;CATALUNYA;17869;CARRER;25;972130417;CAMPRODON
79069;F17003033;SENDRA VIVES, GEMMA;AIGUAVIVA;CIRCUMVAL·LACIO;17181;CARRER;3;972241254;SALT
79070;F17003040;COLL TEIXIDOR, M DOLORS;LLAMBILLES;DE SANT FELIU DE GUIXOLS;17243;CARRETERA;4;972468073;CASSA DE LA SELVA
79071;F17003058;SOLA POU, ANNA/JOANMIQUEL NADAL, RAMON;SANTA COLOMA DE FARNERS;FRANCESC MORAGAS;17430;CARRER;84;972843458;SANTA COLOMA DE FARNERS
79072;F17003065;SAURI MASGRAU,JOAN;LLAGOSTERA;CONSELLERS;17240;CARRER;28;972832918;CASSA DE LA SELVA
79073;F17003072;CAMPS FONT, JORDI;CASTELLO D'EMPURIES;MARINADA (SECTOR PUIGMAL) EMPURIABRAVA;08487;CARRER;40-4B;972450209;ROSES
79074;F17003080;LORES CATALAN, M CARMEN;TOSSA DE MAR;ENRIC GRANADOS, LOCAL 17;17320;CARRER;1-9;972341172;LLORET DE MAR*
79075;F17003097;TALLADA MATEU, MONTSERRAT;LLORET DE MAR;JUST MARLES;17310;AVINGUDA;5;972372868;LLORET DE MAR*
79076;F17003107;CANOVAS MORERA, SILVIA;LLORET DE MAR;SANT PERE;17310;CARRER;76;972367960;LLORET DE MAR*
79077;F17003114;CUY PRAT, TERESA;CAMPDEVANOL;DE L'ESTACIO;17530;AVINGUDA;7;972730651;RIBES DE FRESER-CAMPDEVANOL
79078;F17003121;VILARDELL FAJULA, JULIA;VIDRERES;GIRONA, LOCAL B;17411;CARRER;37;972875009;SILS/VIDRERES/MAÇANET
79079;F17003139;BARBA ESTANY,IMMA/FONT COLL, MARINA;PALAFRUGELL;GENERALITAT;17200;AVINGUDA;32;972308415;PALAFRUGELL
79080;F17003146;BORRAS FRANCOS, XAVIER;LLORET DE MAR;MARIA AURELIA CAPMANY;17310;CARRER;2-4;972377403;LLORET DE MAR*
79081;F17003153;TORRES ARENY, SONIA;BEGUR;FORGAS;17255;PLAÇA;11;972623760;PALAFRUGELL
79082;F17003160;FOLCH RUBAU, FRANCESC;CALDES DE MALAVELLA;SANTA MARIA;17455;CARRER;28;972472794;CASSA DE LA SELVA
79083;F17003178;SIMON BOSCH, BERTA;LLAGOSTERA;GIRONES, LOCAL B;17240;AVINGUDA;8;972832185;CASSA DE LA SELVA
79084;F17003185;MARGALEF GIRONES, MARIA MERCE;PALAMOS;VINCKE;17230;CARRER;20;972312715;PALAMOS
79085;F17003192;CELRA FRIGOLE, MONTSERRAT;ROSES;CAP NORFEU;17480;CARRER;45-49;972570424;ROSES
79086;F17003202;PEÑA RIERA, MARIA DE LA;SANT FELIU DE GUIXOLS;CUBIAS;17220;CARRER;5-17;972322470;SANT FELIU DE GUIXOLS
79087;F17003210;SANZ DA SILVA, ANA ROSA;PALAMOS;CATALUNYA;17230;AVINGUDA;3;972316197;PALAMOS
79088;F17003227;MAZO RIERA, ANNA;MAÇANET DE LA SELVA;FIRA;17412;CARRER;33;650163521;SILS/VIDRERES/MAÇANET
79089;F17003234;BIRAUD. DAMIEN;VIDRERES;JOSEP PLA;17411;CARRER;84;972875666;SILS/VIDRERES/MAÇANET
79090;F17003241;KAUR, SIMRATH;CALONGE;JOSEP MARIA VILASECA;17251;CARRER;73;972662950;PALAMOS
79091;F17003259;BRUNSO CASELLAS, MARIA DOLORS;GIRONA;DE TAIALA;17007;CARRETERA;17;972213601;GIRONA 4
79092;F17003266;BUXALLEU MIRANGELS, CARME;BREDA;D'ARBUCIES;17400;CARRETERA;83;972871002;BREDA-HOSTALRIC
79093;F17003273;BOSCH PUJOLAR, MARTA;ROSES;TARRAGONA, LOCAL C;17480;AVINGUDA;93-95;972256588;ROSES
79094;F17003280;SIMON BONET, ANNA;SANT FELIU DE GUIXOLS;VALENCIA;17220;CARRER;37;972322960;SANT FELIU DE GUIXOLS
79095;F17003298;MARINE SERRA, CARLES;PALAFRUGELL;AMPLE;17200;CARRER;55;972303488;PALAFRUGELL
79096;F17003308;HARO PORCAR, EVA;ROSES;GRAN VIA PAU CASALS;17480;CARRER;85-87;972256375;ROSES
79097;F17003315;FERRER BARTRA, MONTSERRAT;TORROELLA DE MONTGRI;DE L'ESTARTIT;17257;CARRETERA;S/N;972757115;TORROELLA DE MONTGRI
79098;F17003322;THOMAS FERRER, ISABEL;PALAFRUGELL;POMPEU FABRA;17200;AVINGUDA;134;972302642;PALAFRUGELL
79099;F17003330;BORES DOMENECH, JOSEP MARIA;CALONGE;JOSEP MUNDET;;PASSEIG;33;972651634;PALAMOS
79100;F17003347;SORIANO BARRUFET, ABEL;ARBUCIES;MOSSEN SEGIMON FOLGUEROLES;17401;CARRER;45;972860444;ARBUCIES/ST.HILARI*
79101;F17003354;VAZQUEZ FRANCH, VIVIANA;ROSES;PEP VENTURA;17480;CARRER;23-25;972254959;ROSES
79102;F17003361;BALERI BOSCH, MARIA TERESA;SALT;PLA DE SALT;17190;CARRER;15;972441001;SALT
79103;F17003379;PONS LOPEZ, EVA/GASCON RAMIREZ,MARINA;PALAMOS;PRESIDENT MACIA;17230;CARRER;13;972316329;PALAMOS
79104;F17003386;ROIG SMAGGHE, FLORENCIA;ROSES;RIERA GINJOLERS (LOCAL 2);17480;CARRER;109-111;972535246;ROSES
79105;F17003393;CASANOVAS SOLE, MARIA TERESA;SANT FELIU DE GUIXOLS;CANIGO;17220;CARRER;16;972325011;SANT FELIU DE GUIXOLS
79106;F17003403;MARTINEZ PUIG, JORDI;MAÇANET DE LA SELVA;VIDRERES;17412;CARRER;6;972859243;SILS/VIDRERES/MAÇANET
79107;F17003410;LAGUILLO SALA, ANNA;CASSA DE LA SELVA;PROVINCIAL;17244;CARRETERA;289;972464555;CASSA DE LA SELVA
79108;F17003428;GONZALEZ-HUIX ESPASA, SERGI;ARBUCIES;DOCTOR TURON;17401;PLAÇA;9;972162181;ARBUCIES/ST.HILARI*
79109;F17003435;JUANOLA FERRERONS, ROSA MARIA;GIRONA;FORT ROIG (BAIIXOS 8);17007;RONDA;15-20;972228711;GIRONA 1
79110;F17003450;ALSINA ARGELES, MARIO;CASTELLO D'EMPURIES;SANTA CLARA;17486;CARRER;43;972250027;ROSES
79111;F17003467;CAPELL VIDAL, MARCEL;TOSSA DE MAR;PAU CASALS;17320;RAMBLA;12-20;972340208;LLORET DE MAR*
79112;F17003474;MIQUEL IZQUIERDO/LLORENTE CERVERA;SANT FELIU DE GUIXOLS;SARAGOSSA (ESCALA 1, BAIXOS 8);17220;AVINGUDA;21-27;972320959;SANT FELIU DE GUIXOLS
79113;F17003481;PLANAS PUJOL, XENIA;CALDES DE MALAVELLA;DE LLAGOSTERA;17455;CARRETERA;29;972471110;CASSA DE LA SELVA
79114;F17003499;PUJOLRAS IGLESIAS, MONTSERRAT;SANTA COLOMA DE FARNERS;FRANCESC MORAGAS;17430;CARRER;31;972843624;SANTA COLOMA DE FARNERS
79115;F17003509;FORNELLS PAGES, SUSANNA;CASTELLO D'EMPURIES;PLA DE ROSES  (EMPURIABRAVA);17487;CARRER;15A;972452078;ROSES
79116;F17003516;NOGUERA NIETO, SOLEDAD;SALT;MARQUES DE CAMPS;17190;PASSEIG;20;972232578;SALT
79117;F17003523;AULADELL SOLIVA, TERESA;SILS;MAJOR;17410;CARRER;9-11;972168068;SILS/VIDRERES/MAÇANET
79118;F17003530;FOLCH RUBAU, ELISABET;GIRONA;XAVIER CUGAT;17007;RAMBLA;1;872081892;GIRONA 4
79119;F17003548;LLADO, MARIA JOSE;LLORET DE MAR;PASSAPERA;17310;AVINGUDA;23;972376412;LLORET DE MAR*
79120;F17003555;ESPINET RIUS, IMMACULADA;LLORET DE MAR;CARME;17310;CARRER;46;972365047;LLORET DE MAR*
79121;F17003562;SUREDA CAMPS, ANNA;SANTA COLOMA DE FARNERS;DE SILS;;CARRETERA;1;972841195;SANTA COLOMA DE FARNERS
79122;F17003570;ALTIMIR PAU, FRANCESC XAVIER;BLANES;EUROPA;17300;AVINGUDA;27;972355000;BLANES
79123;F17003587;MASETE MARTINEZ, MIQUEL;LLORET DE MAR;VALENTI ALMIRALL;17310;CARRER;12;972362371;LLORET DE MAR*
79124;F17003594;MUNTANE MANAUT, NURIA;PUIGCERDA;BARCELONA;17520;PLAÇA;3;972883714;CERDANYA
79125;F17003604;DOMENECH POL, NEUS;SALT;LLEVADORES (LOCAL 1);17190;CARRER;7-9;972439935;SALT
79126;F17003611;FABREGA DILME, MARIA;BANYOLES;PAÏSOS CATALANS;17820;AVINGUDA;247;972583801;BANYOLES*
79127;F17003629;SOTO RODRIGUEZ,CAROLINA/GRUART ABRAS,CARLA;LLAGOSTERA;GARBI;17240;CARRER;5;972831463;CASSA DE LA SELVA
79128;F17003636;CORBALAN PRAT, MIREIA;TORROELLA DE MONTGRI;CATALUNYA;17257;PASSEIG;21;972760149;TORROELLA DE MONTGRI
79129;F17003643;MIQUEL CASALS, MARIA;CASTELL-PLATJA D'ARO;SANTIAGO RUSIÑOL;17250;CARRER;S/N;972817560;SANT FELIU DE GUIXOLS
79130;F17003650;BATLLORI DELLONDER, MARTA;CELRA;DE JUIA;17460;CARRETERA;64;972493552;CELRA
79131;F17003668;MORERA PONS, SUSANA;LLORET DE MAR;JOSEP PLA CASADEVALL;17310;CARRER;9;972377525;LLORET DE MAR*
79132;F17003675;RICO FONT, EDUARD;VIDRERES;COSTA BRAVA;17411;CARRER;65;972851515;SILS/VIDRERES/MAÇANET
79133;F17003682;HIJA GILABERT, ELISABET, DE LA;LLORET DE MAR;COMTE RAMON BORRELL, LOCAL 3;17310;CARRER;6-8;972362689;LLORET DE MAR
79134;F17003690;MAGRANS AROLA, ROSA MARIA;SANTA CRISTINA D'ARO;RIDAURA;17246;AVINGUDA;14;972282383;SANT FELIU DE GUIXOLS
79135;F17003700;ALDEHUELO HARO, GLORIA;SALT;ESTEVE VILA;17190;CARRER;1;972978376;SALT
79136;F17003717;FIGUERAS CALSINA, FRANCESC;BANYOLES;CATALUNYA;17820;AVINGUDA;17;972571304;BANYOLES*
79137;F25000226;SOLE CHANDRE, MARTA;AGRAMUNT;SIO;25310;CARRER;28;973390087;AGRAMUNT
79138;F25000339;SIMONA DODUT, VALERIA;AGRAMUNT;ANGEL GUIMERA;25310;CARRER;16-18;973390428;AGRAMUNT
79139;F25000441;MACIA PARISI, TERESA;ALBESA;MAJOR;25135;PLAÇA;4;973186033;LLEIDA RURAL-1 NORD
79140;F25000554;MARTINEZ FLORES, ANTONIO;ALBI L';VILANOVA;25450;CARRER;3;973175623;BORGES BLANQUES,LES*
79141;F25000667;QUERALT MONTAÑOLA,MONTSERRAT;ALCARRAS;MAJOR;25180;PLAÇA;3;973790022;ALCARRAS
79142;F25000709;FARRAN CAJAL, ANTONIA;ALFARRAS;CATALUNYA;25120;AVINGUDA;6;973760064;ALFARRAS/ALMENAR
79143;F25000811;SAPIENS RIS,JOSEFA/LLADONOSA SAPIENS,J I L;ALGUAIRE;PATI;25125;CARRER;4;973757226;ALFARRAS/ALMENAR
79144;F25000924;LLADONOSA SAPIENS, JOSEP MA.;ALMACELLES;MAJOR;25100;CARRER;17;973740086;ALMACELLES
79145;F25001036;TERMENS NAVARRO, NURIA;ALMENAR;DE L'HORTA;25526;CARRER;6;973770281;ALFARRAS/ALMENAR
79146;F25001149;PRATDEPADUA BADIA, CARME;ALPICAT;LLEIDA;25110;CARRER;60;973737479;LLEIDA RURAL-1 NORD
79147;F25001251;GUTIERREZ ARGÜESO, LORENA;ANGLESOLA;CATALUNYA;25320;AVINGUDA;38;973308132;TARREGA*
79148;F25001364;NAVES BAGET, MARIA;ARBECA;DELS PORTALS;25140;CARRER;3;973170419;BORGES BLANQUES,LES*
79149;F25001406;ALDAVO PINEDA, ROSA;ARTESA DE SEGRE;AGRAMUNT;25730;CARRETERA;17;973400064;ARTESA DE SEGRE*
79150;F25001519;CALZADA ESTADELLA, MARIA TERESA;AITONA;27 DE GENER;25182;AVINGUDA;47;973794014;SEROS*
79151;F25001621;GARCIA ALDAVO, ERNEST;BALAGUER;ESTACIO;25600;PASSEIG;10;973450214;BALAGUER*
79152;F25001734;MARCH MOLES, ESTER;BALAGUER;SANT JAUME;25600;CARRER;2;973445280;BALAGUER*
79153;F25001847;SALA GOMA, A. / SALA GOMA, L.;BALAGUER;MERCADAL;25600;PLAÇA;36;973445087;BALAGUER*
79154;F25001950;CLAVER VILLUENDAS, ARMAND;BALAGUER;SANT CRIST;25600;CARRER;11-13;973445384;BALAGUER*
79155;F25002061;HUGUET MAS, MARTA;BARBENS;RAMON I CAJAL;25262;CARRER;21;973580376;PLA D,URGELL
79156;F25002103;BRUFAU TUDELA, JOSEP IGNASI;BELLCAIRE D'URGELL;ONZE SETEMBRE;25337;AVINGUDA;144;973586466;BALAGUER*
79157;F25002216;PIÑOL RODRIGUEZ, ALFONSO;BELL-LLOC D'URGELL;URGELL;25220;CARRER;34;973560363;PLA D,URGELL
79158;F25002329;ROBINAT RIVADULLA,M/ROBINAT RIVADULLA,J;BELLPUIG;SANT ROC;25250;CARRER;16;973320087;BELLPUIG*
79159;F25002431;ARQUE BARIOS, JOSEP RAMON;BELLPUIG;RAMON FOLCH DE CARDONA;25250;CARRER;33;973320269;BELLPUIG*
79160;F25002544;BETRIU CATALA, MARIA;BELLVER DE CERDANYA;PERE SISCART;25720;CARRER;12;973510079;CERDANYA
79161;F25002657;CORBELLA REÑE, MERITXELL;BELLVIS;URGELL;25142;PASSEIG;S/N;973565010;PLA D,URGELL
79162;F25002760;RIU PELEGRI, RAMON;BORGES BLANQUES LES;RAVAL DEL CARME;25400;CARRER;11;977142431;BORGES BLANQUES,LES*
79163;F25002801;NIUBO ARAGUES, MA.EUGENIA;BORGES BLANQUES LES;CONSTITUCIO, BAIXOS, ESQ.;25400;PLAÇA;3;973142068;BORGES BLANQUES,LES*
79164;F25002914;ALMANSA ARTIGA, MIQUEL;BOSSOST;EDUARD AUNOS;25550;CARRER;10;973648219;ARAN
79165;F25003026;RUBIO RODRIGUEZ, NURIA;CASTELLSERA;SARDANA;25334;PLAÇA;7;973610601;TARREGA*
79166;F25003139;GOMA BALCELLS, MERCE;CERVERA;UNIVERSITAT;25200;PLAÇA;47;973530226;CERVERA*
79167;F25003241;ANTONIJUAN MATEU, RAMONA;CERVERA;AGRAMUNT;25200;AVINGUDA;13;973530278;CERVERA*
79168;F25003354;MARTORELL SOLE, NEUS;CERVERA;SANTA ANNA;25200;CARRER;4;973530154;CERVERA*
79169;F25003467;REYES MONCADA, MA. ANGELS;CERVIA DE LES GARRIGUES;CALVARI;25460;CARRER;2;973178033;BORGES BLANQUES,LES*
79170;F25003509;DOMINGO VIDAL, R/ESCOBAR DOMINGO, A;ESTERRI D'ANEU;MAJOR;25580;CARRER;40;973626016;PALLARS SOBIRA
79171;F25003611;TRULLOLS CARDONA, MARIA ELENA;LA FULIOLA;CATALUNYA;25332;AVINGUDA;42;973268391;TARREGA*
79172;F25003724;GORROCHATEGUI FONTELLES,HERMOGENES;GIMENELLS I EL PLA DE LA FONT;EST;25110;CARRER;1;973748083;ALMACELLES
79173;F25003837;PUJOL BALCELLS, JOSEP/PUJOL BALCELLS, JORDI;GUISSONA;FLUVIA;25210;CARRER;16;973550066;CERVERA*
79174;F25003940;GRAUS ROBINAT, ESTHER;IVARS D'URGELL;RODES;25260;PASSEIG;6;973580004;PLA D,URGELL
79175;F25004051;ALMANSA ARTIGA, MARGARIDA;LES;RESSECH;25540;PLAÇA;S/N;973647244;ARAN
79176;F25004164;PERERA GRAU, MA JOSEFA;JUNEDA;LA FONT;25430;CARRER;36;973150106;BORGES BLANQUES,LES*
79177;F25004206;CUÑAT SOLA, EMMA;LINYOLA;PLANELL;25240;PLAÇA;21;973575062;PLA D,URGELL
79178;F25004319;BLASCO GONZALEZ, MARINA;LLARDECANS;RAVAL;25179;CARRER;21;973130455;GRANADELLA,LA
79179;F25004421;GAYA DOMINGO, JOSEP MA;BELIANES;COMANDANT SERRET;25266;PLAÇA;8;973331129;BELLPUIG*
79180;F25004534;SANTOS SAUGERAT, MERCE;MONTELLA I MARTINET;SEGRE;25724;CARRER;21;973515165;SEU D'URGELL,LA
79181;F25004647;FIGUEROLA ARGELICH, NURIA;MOLLERUSSA;M. BERTRAN;25230;PLAÇA;5;973600218;PLA D,URGELL
79182;F25004750;ROS SIMO, CLARA;MOLLERUSSA;MAJOR;25230;PLAÇA;12;973600174;PLA D,URGELL
79183;F25004862;CAMPIÑEZ VICTORIO, EVA;MONTGAI;PARE MIRATS;25616;AVINGUDA;7;973430358;BALAGUER*
79184;F25004904;MIJANA FARRENY, MA.CARME;OLIANA;IGNASI ESTEVE;25790;CARRER;9;973470706;ALT URGELL-SUD
79185;F25005016;SIMON SALA, M. ANGELS;ORGANYA;LLEIDA-ESPIGOLERS;25790;CARRETERA;;973382193;ALT URGELL-SUD
79186;F25005129;ESQUERDA SERRANO,CARME;PALAU D'ANGLESOLA EL;MAJOR;25243;PLAÇA;6;973601340;PLA D,URGELL
79187;F25005231;SOLDUGA CAMARERO, FRANCESC XAVIER/SOLDUGA TARTERA, MARIA TUIXENT;LA POBLA DE SEGUR;VERDAGUER;25500;AVINGUDA;21;973680015;POBLA DE SEGUR,LA
79188;F25005344;GABAS ROCAFORT, JORDI;LA POBLA DE SEGUR;SANT MIQUEL DEL PUY;25500;CARRER;8;973680066;POBLA DE SEGUR,LA
79189;F25005560;CAPELLADES PERERA, ANTONI;PONTS;DE LA SEU;25740;CARRETERA;6;973460994;PONTS*
79190;F25005714;BORRAS OBRADOR, CARME;PONT DE SUERT, EL;CIUTAT DE LLEIDA;25520;CARRER;8;973690108;ALTA RIBAGORÇA
79191;F25005827;GRAÑO LLORDES RAMON;SANT GUIM DE FREIXENET;MAJOR;25270;CARRER;49;973556222;CERVERA*
79192;F25005930;PUJOL RIUS, RICARD;SANAUJA;BASSAL;25753;CARRER;4;973550259;PONTS*
79193;F25006041;PONT ALBIOL, MA. LLUÏSA;RIBERA D'ONDARA;RAVAL DEL PONT;25213;CARRER;1;973540195;CERVERA*
79194;F25006154;MARSINYACH CALVET, INGRID;LA SEU D'URGELL;MAJOR;25700;CARRER;34;973350120;SEU D'URGELL,LA
79195;F25006267;BARIOS SERO, MATILDE;LA SEU D'URGELL;SANT JOSEP DE CALASANÇ;25700;CARRER;3;973350188;SEU D'URGELL,LA
79196;F25006309;CARNICERO RAMON, BLANCA;SEROS;METGE;25183;CARRER;13;973780031;SEROS*
79197;F25006411;BOIX SERRA, ANTONI;SOLSONA;PONT;25280;AVINGUDA;4;973480018;SOLSONES*
79198;F25006524;MARTINEZ GUTIERREZ, PILAR;SOLSONA;ANTONI MARIA CLARET;25280;PASSEIG;1;973480048;SOLSONES*
79199;F25006637;MALLORQUES VILANOVA, M. TERESA;SORT;MAJOR;25560;CARRER;40;973620065;PALLARS SOBIRA
79200;F25006740;ROBINAT FELIP, FRANCESC X.;TARREGA;ALONSO MARTINEZ;25300;CARRER;35;973310117;TARREGA*
79201;F25006852;MESTRES DURAN, ANNA M.;TARREGA;CATALUNYA;25300;AVINGUDA;11;973310738;TARREGA*
79202;F25006965;ROBINAT ALBAREDA,  NURIA;TARREGA;SANTA CLARA;25300;CARRER;2A;973310451;TARREGA*
79203;F25007006;BIOSCA CARULLA, RAMON;TARREGA;CARME;25300;CARRER;30;973310186;TARREGA*
79204;F25007119;CLUA MIQUEL, TERESA;TERMENS;LA BASCULA;25670;CARRER;9;973180037;BALAGUER*
