Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
76986;F08005560;RODRIGUEZ RUBIO, JOSEP LUIS;BARCELONA;SANT ANTONI;08001;RONDA;40;932422650;BARCELONA 1-E
76987;F08005577;DORCA GARCIA, M LUISA;BARCELONA;AMILCAR;08031;CARRER;7;932291781;BARCELONA 8-J
76988;F08005584;FORCADELL BERENGUER, YOLANDA;BARCELONA;MUNTANER;08011;CARRER;67 BIS;932535854;BARCELONA 2-D
76989;F08005591;VIVES PAL, MA. CARME;BARCELONA;MUNTANER;08036;CARRER;147;932534160;BARCELONA 2-E
76990;F08005601;ANTON GIMENO, MARIA TERESA;BARCELONA;SANT PERE;08003;PLAÇA;5;933191238;BARCELONA 1-B
76991;F08005619;GRIMAU GUARDIOLA, CRISTIAN;BARCELONA;CORTS CATALANES;08018;GRAN VIA;931-941;933074050;BARCELONA 10-G
76992;F08005626;JANER INSA, ROSA MA.;BARCELONA;DIPUTACIO;08009;CARRER;336;932328165;BARCELONA 2-J
76993;F08005633;FINESTRES CAPDEVILA, ANNA/CAPDEVILA FINESTRES, FRANC;BARCELONA;DE SARRIA;08029;AVINGUDA;52-54;933229414;BARCELONA 4-B
76994;F08005640;GUILLEMI BASTE, MARIA MERCE;BARCELONA;VILADOMAT;08015;CARRER;60 BIS;932234467;BARCELONA 2-A
76995;F08005658;ABAD MERIN, MILAGRO;BARCELONA;CORTS CATALANES;08013;GRAN VIA;748;932323107;BARCELONA 2-H
76996;F08005665;AMARGOS BOSCH, MERCE/BOSCH CAUSADIAS,TERESA;BARCELONA;VILADOMAT;08029;CARRER;295;932301020;BARCELONA 2-C
76997;F08005672;PIFARRE TORRA, JOAN RAMON;BARCELONA;VALLESPIR;08014;CARRER;45;933393456;BARCELONA 3-G
76998;F08005680;BANDRES FONT, NATALIA;BARCELONA;ROCAFORT;08015;CARRER;92;934230082;BARCELONA 2-B
76999;F08005697;CATAFAL LLORA, LOURDES;BARCELONA;ROSER;08004;CARRER;39;932428674;BARCELONA 3-A
77000;F08005707;GARCIA-VELA GRAU,TERESA;BARCELONA;DE GRACIA;08012;TRAVESSERA;235;932137833;BARCELONA 6-A
77001;F08005714;TORRES VERGARA, ANTONI;BARCELONA;ARIBAU;08011;CARRER;62;932539220;BARCELONA 2-E
77002;F08005721;CARBONELL PERIS, BEATRIU;BARCELONA;FRANCESC CAMBO;08003;AVINGUDA;12;933191748;BARCELONA 1-B
77003;F08005739;GARRIGOS SISTARE, GEMMA;BARCELONA;MARAGALL;08027;PASSEIG;170;933517055;BARCELONA 9-C
77004;F08005746;TORRES CAMBRA,ADRIANA/GARCIA VALCARCEL,MARIA CONCEPCION;BARCELONA;CATALUNYA;08008;RAMBLA;102;932150999;BARCELONA 2-G
77005;F08005753;NOGUERA HUGUET, BORJA;BARCELONA;BALUARD;08003;CARRER;34;933192490;BARCELONA 1-A
77006;F08005760;DURAN POU, JOAN;BARCELONA;GAUDI;08025;AVINGUDA;71;932358090;BARCELONA 2-K
77007;F08005778;SANCHEZ VIVES, JOAN;BARCELONA;GIRONA;08009;CARRER;76;932652369;BARCELONA 2-G
77008;F08005785;JUFRESA MADROÑAL, MIREIA;BARCELONA;COMTE BORRELL;08015;CARRER;133;932546468;BARCELONA 2-A
77009;F08005792;GIBERT VIVO, M DOLORS/PARIS GIBERT, SILVIA;BARCELONA;CASANOVA;08036;CARRER;165;932306411;BARCELONA 2-E
77010;F08005802;BLANC ACHA-ORBEA, MERCEDES;BARCELONA;GRAN  PASSATGE POSOLTEGA;08030;CARRER;8 BIS;933462239;BARCELONA 9-E
77011;F08005810;ALVAREZ HERNANDEZ, OLGA;BARCELONA;VALENCIA;08007;CARRER;278;932153633;BARCELONA 2-G
77012;F08005827;PUIG DE DOU, MARIA DE QUERALT;BARCELONA;MALLORCA;08013;CARRER;468;932329456;BARCELONA 2-I
77013;F08005834;CASTANY PLANA, MARTA;BARCELONA;SANTALO;08021;CARRER;53;932004980;BARCELONA 5-A
77014;F08005841;MARCH PUIGORIOL, ROSA M.;BARCELONA;MALLORCA;08037;CARRER;312;932576944;BARCELONA 2-G
77015;F08005859;PUJADAS ZARAGOZA, AGUSTI;BARCELONA;MISTRAL;08015;AVINGUDA;48;934227501;BARCELONA 2-A
77016;F08005866;SANCHEZ MARTINEZ, SOCORRO;BARCELONA;PINTOR FORTUNY;08001;CARRER;31;933182233;BARCELONA 1-E
77017;F08005873;PEÑAFIEL VERCHER, MARIA TERESA;BARCELONA;CLOT;08026;CARRER;57;932312059;BARCELONA 10-G
77018;F08005880;LLAPART CASTILLA, FRANSCISCO;BARCELONA;VILARDELL;08014;CARRER;9;933216352;BARCELONA 3-D
77019;F08005898;TORRAS VALLES, RICARD;BARCELONA;SANT ANTONI;08011;RONDA;15;932422961;BARCELONA 2-D
77020;F08005908;BERTROLI MATAS, MAGDALENA;BARCELONA;MIGUEL HERNANDEZ;08042;CARRER;17;934272292;BARCELONA 8-F
77021;F08005922;CANALS CASTELLO,JAUME/CANALS COLORADO,MIGUEL;BARCELONA;CONSELL DE CENT;08013;CARRER;475 BIS;932327606;BARCELONA 2-J
77022;F08005930;MATAS BOET, NURIA;BARCELONA;SANTA ANNA;08002;CARRER;21;933027184;BARCELONA 1-C
77023;F08005947;MARTINEZ MAÑAS, MARIA ROSARIO;BARCELONA;RIERA ALTA;08001;CARRER;59;932423327;BARCELONA 1-E
77024;F08005954;PASCUAL FERRER, SILVIA;BARCELONA;GRAN DE GRACIA;08012;CARRER;58;932177245;BARCELONA 6-B
77025;F08005961;REIXACH BELTRAN,J/SOLER BERTRAN,T;BARCELONA;GRAN DE SANT ANDREU;08030;CARRER;263;933450460;BARCELONA 9-H
77026;F08005979;SABATES FREIJO/VILLEGAS MORA;BARCELONA;VALLESPIR;08014;CARRER;13;933392540;BARCELONA 3-E
77027;F08005986;TORRENS CORTES, IMMACULADA;BARCELONA;VILADOMAT;08015;CARRER;40;932411567;BARCELONA 2-A
77028;F08005993;SALA SOLER, MARTA;BARCELONA;BALMES;08007;CARRER;173;932160243;BARCELONA 5-A
77029;F08006002;SAHUN XIFRE, MONTSERRAT ROSARIO;BARCELONA;BALMES;08006;CARRER;338;932122228;BARCELONA 5-B
77030;F08006010;ALBERT DILOY, JAVIER;BARCELONA;MARAGALL;08041;PASSEIG;177;933519507;BARCELONA 7-G
77031;F08006027;ROMEU GUIM, PATRICIA;BARCELONA;OLZINELLES;08014;CARRER;71;934210339;BARCELONA 3-D
77032;F08006034;UNYO BOVER, SANDRA;BARCELONA;ROGER DE LLURIA;08009;CARRER;74;934576544;BARCELONA 2-G
77033;F08006041;URGELL ROURA, MONTSERRAT;BARCELONA;VALENCIA;08013;CARRER;393;932582652;BARCELONA 2-J
77034;F08006059;MONTANER ROGADO, YOLANDA;BARCELONA;SANT PAU;08001;CARRER;70;932417525;BARCELONA 1-D
77035;F08006066;ORTI BRAVO, ANGEL;BARCELONA;POTOSSI;08030;PASSEIG;2 PLANTA CENTRAL C, LOCAL C10;931010126;BARCELONA 9-E
77036;F08006073;LIZONDO CARBO, MONICA;BARCELONA;SANT ANTONI ABAT;08001;CARRER;44;932422134;BARCELONA 1-E
77037;F08006080;ORIOL CARRERAS, MARINA;BARCELONA;LLULL;08005;CARRER;187;933001414;BARCELONA 10-B
77038;F08006098;FORS IBORRA, EUGENI;BARCELONA;MARINA;08013;CARRER;187;932314205;BARCELONA 2-J
77039;F08006108;PLA SANTAMANS, FRANCESC;BARCELONA;VALENCIA;08013;CARRER;440;932313905;BARCELONA 2-I
77040;F08006122;MIQUEL SERRA, MONTSERRAT;BARCELONA;BALMES;08006;CARRER;222;932176791;BARCELONA 5-A
77041;F08006130;SALVADO LLADO, ANGELS;BARCELONA;SANT JOAN;08010;PASSEIG;2;932364105;BARCELONA 2-H
77042;F08006147;GUAÑABENS GAY, ELISABET;BARCELONA;GALILEU;08028;CARRER;104;933391288;BARCELONA 3-G
77043;F08006154;RISCO URRACO, JOAN IGNACIO;BARCELONA;COLLBLANC;08002;CARRETERA;154-156;932505236;BARCELONA 4-C
77044;F08006161;FERNANDEZ COLOME, MARIA;BARCELONA;PI I MARGALL;08024;CARRER;5;932134864;BARCELONA 6-A
77045;F08006179;RODRIGUEZ ALSINA, M.LUZ/FONT RODRIGUEZ,INES;BARCELONA;COMTE D'URGELL;08011;CARRER;95;932535469;BARCELONA 2-B
77046;F08006186;BARCELO GIRO, JUDITH;BARCELONA;VILASECA;08031;CARRER;39;934293109;BARCELONA 8-F
77047;F08006193;TORIBIO HERNANDEZ, FRANCISCO;BARCELONA;AMERICA;08041;CARRER;46;934503791;BARCELONA 7-G
77048;F08006203;THOMAS PALLEROLA/EGEA THOMAS;BARCELONA;MALLORCA;08026;CARRER;554;932314208;BARCELONA 10-E
77049;F08006210;VENTURA CEBRIA, ENRIC;BARCELONA;CLOT;08018;CARRER;88;932313605;BARCELONA 10-G
77050;F08006228;VIVES SANCHEZ, ADELA;BARCELONA;SANT PAU;08015;RONDA;3;932315995;BARCELONA 2-A
77051;F08006235;SALABERT HORNO, ALEX;BARCELONA;AVENIR;08006;CARRER;21;932005923;BARCELONA 5-A
77052;F08006242;RODRIGUEZ MARTINEZ, JUAN ANTONIO;BARCELONA;DE LA MARQUESA;08003;CARRER;3;933199143;BARCELONA 1-B
77053;F08006250;GARCIA LOPEZ, JUAN CARLOS;BARCELONA;CORTS CATALANES;08004;GRAN VIA;278;932231315;BARCELONA 3-B
77054;F08006267;MARQUEZ VALLS, MARTA;BARCELONA;PALLARS;08018;CARRER;145;933092313;BARCELONA 10-A
77055;F08006274;SAMARANCH MIRADA,MARIANO;BARCELONA;SARAGOSSA;08006;CARRER;42;932376210;BARCELONA 5-B
77056;F08006281;GARRIDO BLANCH, MARC;BARCELONA;PROVENÇA;08008;CARRER;195;934536110;BARCELONA 2-E
77057;F08006299;COSTA MIRALBELL, ERNEST;BARCELONA;MUNTANER;08011;CARRER;83;934530879;BARCELONA 2-E
77058;F08006309;BONANY JANE, MARIA PILAR;BARCELONA;SANT ANTONI MARIA CLARET;08025;CARRER;97;934356905;BARCELONA 7-B
77059;F08006316;AUGE RIBAS, RITA;BARCELONA;ROGENT;08026;CARRER;118;932362326;BARCELONA 10-F
77060;F08006323;CASAUS DOMINGO, PILAR;BARCELONA;ARIBAU;08036;CARRER;91;934532990;BARCELONA 2-E
77061;F08006330;MARIMON PUIGMARTI, BEATRIU;BARCELONA;AVINYO;08002;CARRER;27;933152459;BARCELONA 1-C
77062;F08006348;ROVIRA XATART, MA. ANGELS;BARCELONA;DIAGONAL;08009;AVINGUDA;319;932583412;BARCELONA 2-J
77063;F08006355;SASTRE-MARQUES PEIX, FRANCESC;BARCELONA;DEL RAVAL;08001;RAMBLA;2;934415079;BARCELONA 1-D
77064;F08006362;GUASCH BADELL, SILVIA;BARCELONA;CARRERAS I CANDI;08028;CARRER;49;934224392;BARCELONA 3-I
77065;F08006370;CABEZAS ANDREU, JORDI;BARCELONA;MAJOR DE SARRIA;08017;CARRER;94;932031121;BARCELONA 5-D
77066;F08006387;CLAPES ANTOJA, JOSEP;BARCELONA;SANT JOSEP;08002;RAMBLA;98;933012843;BARCELONA 1-C
77067;F08006394;ROCA TUGAS, DOMENEC;BARCELONA;CASANOVA;08036;CARRER;236;932306510;BARCELONA 2-E
77068;F08006404;MUNNE CAMPOS,MARINA;BARCELONA;BILBAO;08018;CARRER;145;932304912;BARCELONA 10-C
77069;F08006411;GUILLEN OLIVER, CONCEPCIO;BARCELONA;MILA I FONTANALS;08012;CARRER;12;932571782;BARCELONA 6-B
77070;F08006436;BASTERRA GABARRO, JOAN PASCUAL/BASTERRA GABARRO,MIQUEL;BARCELONA;TAULAT (LOCAL 2,10-2,11);08019;CARRER;190-194;932411624;BARCELONA 10-B
77071;F08006450;CARRERAS COMA, MIQUEL;BARCELONA;HOSPITAL;08001;CARRER;14;933187099;BARCELONA 1-E
77072;F08006468;SERRA MANDRI, JOAN M.;BARCELONA;DIAGONAL;08006;AVINGUDA;478;932173249;BARCELONA 6-B
77073;F08006475;VILLAR MERCHAN, MONTSERRAT;BARCELONA;POBLENOU;08005;RAMBLA;21;933092937;BARCELONA 10-B
77074;F08006482;DE DALMASES PIÑOT, ELVIRA;BARCELONA;SARAGOSSA;08006;CARRER;133;932122627;BARCELONA 5-B
77075;F08006490;BASTIDA VILA,MONTSERRAT/SICART JUDAS,LORETO;BARCELONA;RASPALL;08012;PLAÇA;1;932136496;BARCELONA 6-B
77076;F08006517;XALABARDER TORRENTS, MARC;BARCELONA;PRINCESA;08003;CARRER;20;933197711;BARCELONA 1-B
77077;F08006524;SOLER ALONSO, EDUARD;BARCELONA;JAUME I;08002;CARRER;14;933154057;BARCELONA 1-C
77078;F08006531;VALLS BIOSCA, MARIA;BARCELONA;SANT ANTONI;08001;RONDA;106;933175674;BARCELONA 1-E
77079;F08006556;SURIOL VILA, LAURA;BARCELONA;LLIBERTAT;08012;PLAÇA;9;932370093;BARCELONA 6-B
77080;F08006563;CONTI ZALACAIN, PILAR;BARCELONA;CORTS CATALANES;08015;GRAN VIA;489;934266584;BARCELONA 2-B
77081;F08006570;GIL PELLICER,FRANCESC/CORTES TENA,JULIA;BARCELONA;ASTURIES;08012;CARRER;54;932186196;BARCELONA 6-B
77082;F08006588;MARTINEZ MONTERO, CONCEPCION;BARCELONA;OM;08001;CARRER;18;934410546;BARCELONA 1-D
77083;F08006595;BARRI FLOTATS, M.DOLORS;BARCELONA;ARIBAU;08036;CARRER;180;932189586;BARCELONA 2-E
77084;F08006605;ESTRUCH RAFA, JOAN/ESTRUCH GARRIGA,ANDREU;BARCELONA;BADAL;08028;CARRER;156;934221618;BARCELONA 3-E
77085;F08006620;SANCHIS FORET, MARIA DEL MAR;BARCELONA;CATALUNYA;08008;RAMBLA;117;932375556;BARCELONA 2-E
77086;F08006637;TARRES OLLER,AGNES;BARCELONA;CARME;08001;CARRER;84;932325733;BARCELONA 1-E
77087;F08006644;MOTILLA GARCIA, MARIA JOSE;BARCELONA;GRAN DE GRACIA;08012;CARRER;87;932372731;BARCELONA 6-B
77088;F08006651;CENTELLES MUÑOZ, ANA ISABEL;BARCELONA;BONANOVA;08017;PASSEIG;54;934176443;BARCELONA 5-D
77089;F08006669;DE DOU REALES, BIBIANA;BARCELONA;PARAL.LEL;08015;AVINGUDA;124 BIS;933299140;BARCELONA 2-A
77090;F08006676;LOPEZ DIAZ, MONTSERRAT;BARCELONA;REPUBLICA ARGENTINA;08023;AVINGUDA;14;932172042;BARCELONA 6-C
77091;F08006683;MANDIANES ARANJO,ANNA ISABEL/VALLCORBA LOPEZ,GISELA;BARCELONA;CERA;08001;CARRER;30;932410593;BARCELONA 1-D
77092;F08006690;GORINA TORRENTS, ALEJANDRO;BARCELONA;GRAN DE GRACIA;08012;CARRER;16;932176999;BARCELONA 6-B
77093;F08006700;TRULL BOSCH, MARGARIDA;BARCELONA;CONSELL DE CENT;08015;CARRER;98;934230051;BARCELONA 2-B
77094;F08006718;GRAU GASULLA, M.ISABEL;BARCELONA;CORTS CATALANES;08013;GRAN VIA;763;932315105;BARCELONA 2-J
77095;F08006725;TUTZO MARTIN, GEMMA;BARCELONA;SANT SALVADOR;08024;CARRER;125;932130760;BARCELONA 6-E
77096;F08006732;MARTI MAS, XAVIER;BARCELONA;ARAGO;08013;CARRER;395;934586295;BARCELONA 2-J
77097;F08006757;FERNANDEZ LEON, VANESA;BARCELONA;WORLD TRADE CENTER (ed.Nord,local 25);08001;PAS;S/N;935088032;BARCELONA 1-D
77098;F08006764;URGELLES ESQUERRA/FABREGAS FERRER;BARCELONA;ARIBAU;08011;CARRER;36;934540905;BARCELONA 2-D
77099;F08006771;MORE CAMINS,JOSEP/MORE CAMINS,ROSA MARIA/TALLACH MORE,DANIEL;BARCELONA;GALILEU;08028;CARRER;250;932306141;BARCELONA 4-A
77100;F08006789;BOADA LLORO, SUSANA;BARCELONA;TENOR MASSINI;08028;CARRER;52;933392125;BARCELONA 3-G
77101;F08006796;BOSCH DE BASEA CUSCO, GUILLEM;BARCELONA;MALLORCA;08036;CARRER;176;934531740;BARCELONA 2-E
77102;F08006806;RODRIGUEZ VILLAMUR, MARIA LLUISA;BARCELONA;DIPUTACIO;08009;CARRER;331;933178594;BARCELONA 2-G
77103;F08006813;RAMOS ONTIVEROS, ELOISA (TANCAMENT PROVISIONAL);BARCELONA;PARE MANYANET;08002;CARRER;46;933118206;BARCELONA 9-A
77104;F08006820;ALBAREDA COSTA,A/PEREZ ROSES,N;BARCELONA;INDUSTRIA;08026;CARRER;206;932356369;BARCELONA 10-F
77105;F08006838;MANSERGAS ARELLANO, JOSEP M.;BARCELONA;FERROCARRILS CATALANS;08038;CARRER;69;933326093;BARCELONA 3-C
77106;F08006845;SERRA SAVAL, MARTA;BARCELONA;VALENCIA;08013;CARRER;470;932312706;BARCELONA 2-I
77107;F08006852;COSTA CODINA, JOSEP;BARCELONA;GRAN VIA CORTS CATALANES;08011;AVINGUDA;566;934547277;BARCELONA 2-D
77108;F08006860;ROSA MARTIN, PAULA;BARCELONA;GIGNAS;08002;CARRER;5;933150059;BARCELONA 1-C
77109;F08006877;CAMPRUBI RIBALTA, M.FALGAS;BARCELONA;SANT PAU;08001;CARRER;44;933020748;BARCELONA 1-D
77110;F08006884;ENRICH MURT, JAUME;BARCELONA;MALLORCA;08008;CARRER;240;932151793;BARCELONA 2-G
77111;F08006891;PRENDES ALVARGONZALEZ, ISABEL;BARCELONA;ORIOL MESTRES;08034;CARRER;1;932030243;BARCELONA 5-C
77112;F08006901;MUGUETA JUSUE, MA. NATIVITAT;BARCELONA;CREU COBERTA;08014;CARRER;81;934314508;BARCELONA 3-D
77113;F08006919;BREGANTE SORIANO,TERESA;BARCELONA;COLLSEROLA;08035;CARRER;21;934185165;BARCELONA 5-E
77114;F08006933;GIRO DE LA IGLESIA, OLGA;BARCELONA;FRANCESC MACIA;08021;PLAÇA;3;93;BARCELONA 5-A
77115;F08006940;MORAGREGA ESTRANY,L/ROJAS ESTRANY,E;BARCELONA;VIA LAIETANA;08003;CARRER;50;933015750;BARCELONA 1-B
77116;F08006958;FERRER MORMENEO, RAMON;BARCELONA;PARCERISA;08010;CARRER;48;934327857;BARCELONA 3-D
77117;F08006965;BALSELLS VALVERDE, GLORIA;BARCELONA;PRINCESA;08003;CARRER;39;933198393;BARCELONA 1-B
77118;F08006972;BENASCO BUSCATO, ANNA;BARCELONA;GRAN DE SANT ANDREU;08030;CARRER;125;933468803;BARCELONA 9-H
77119;F08006980;CLAPES VIÑAS, ANTONI;BARCELONA;GRAN DE SANT ANDREU;08030;CARRER;211;933466356;BARCELONA 9-H
77120;F08006997;GONZALEZ-ADRIO WAGNER, CRISTINA;BARCELONA;PORTBOU;08028;CARRER;38;933394201;BARCELONA 3-I
77121;F08007006;SALUD MORELLA, LAURA;BARCELONA;GRAN DE GRACIA;08012;CARRER;115;932178747;BARCELONA 6-B
77122;F08007013;NOLLA WINKEL, INGRID;BARCELONA;POBLENOU;08018;RAMBLA;134-136;933002255;BARCELONA 10-A
77123;F08007020;FERRANDO NOGUERA, VICENTA;BARCELONA;SANT JOAN;08037;PASSEIG;111;934575372;BARCELONA 2-G
77124;F08007038;GILABERTE VELASCO, LYDIA;BARCELONA;BRUC;08009;CARRER;88;933010134;BARCELONA 2-G
77125;F08007045;MARIN LOSCERTALES, MARIANO;BARCELONA;LLUIS EL PIADOS;08003;CARRER;10;933011984;BARCELONA 1-B
77126;F08007052;PASCUAL SERRA, MARTA;BARCELONA;ROS D'OLANO;08012;CARRER;15;932172049;BARCELONA 6-B
77127;F08007060;GUARNER MUÑOZ,MERCE/MARTA;BARCELONA;SANT EDUARD;08023;CARRER;56;932138476;BARCELONA 6-D
77128;F08007077;LLOBET FELIU, MERCE;BARCELONA;ENTENÇA;08015;CARRER;129;932236548;BARCELONA 2-B
77129;F08007084;PRATS GENIS, MONTSERRAT/CENTELLAS PRATS, MARTA;BARCELONA;POBLENOU;08005;RAMBLA;46;933091869;BARCELONA 10-B
77130;F08007091;PIÑOL ESPESO, M.CARME;BARCELONA;BONAVISTA;08012;CARRER;11;932170127;BARCELONA 6-B
77131;F08007101;BOQUER TORRENS, MARCEL;BARCELONA;SANT GERVASI;08022;PASSEIG;53;934170240;BARCELONA 5-E
77132;F08007119;OLLER SALES,FERRAN/DOLCET GARCIA,M.HELENA/OLLER DOLCET,FERRAN;BARCELONA;CONCORDIA;08014;PLAÇA;3;932393623;BARCELONA 4-B
77133;F08007126;ALMENTA SANCHEZ, MARIA CARMEN;BARCELONA;SANT GERVASI DE CASSOLES;08022;CARRER;10;934174056;BARCELONA 5-E
77134;F08007133;VIVES FERRER, M.EULALIA;BARCELONA;MANSO;08015;CARRER;64;932410277;BARCELONA 2-A
77135;F08007140;PETIT GUINOVART, ALEGRIA/BENLLOCH PETIT, CARLOS;BARCELONA;INDUSTRIA;08037;CARRER;25;932583832;BARCELONA 6-A
77136;F08007158;CASTELL FORES, M.CARME;BARCELONA;ARAGO;08011;CARRER;207;934537385;BARCELONA 2-E
77137;F08007165;BALAÑA CRESPO, PASCUAL;BARCELONA;COMTE BORRELL;08015;CARRER;43;934410211;BARCELONA 2-A
77138;F08007172;MIRO ASPA, ANTONI;BARCELONA;ALMIRALL CERVERA;08003;CARRER;15;933194195;BARCELONA 1-A
77139;F08007180;ORBAÑANOS CHAO, MERCE;BARCELONA;CONSTITUCIO;08014;CARRER;118;933317744;BARCELONA 3-D
77140;F08007197;MORALES FEBRER, CARLES;BARCELONA;TAPIOLES;08004;CARRER;16;932411896;BARCELONA 3-A
77141;F08007207;BOADA SOLER,ELISABETH/BOADA SOLER, CRISTINA;BARCELONA;BONANOVA;08022;PLAÇA;6;934178032;BARCELONA 5-E
77142;F08007214;ARCO CASANOVAS,  ANNA MARIA;BARCELONA;TETUAN;08010;PLAÇA;15;932252612;BARCELONA 2-J
77143;F08007221;BARRI SENITCHES,MA. CARME;BARCELONA;ROVIRA;08024;PLAÇA;11;932131930;BARCELONA 6-C
77144;F08007239;GIRONES SADERRA, MONTSERRAT;BARCELONA;ESCUDELLERS;08002;CARRER;8;933018630;BARCELONA 1-C
77145;F08007246;LACOMA CUSI, ISABEL DE;BARCELONA;TAULAT;08005;CARRER;62;932253640;BARCELONA 10-B
77146;F08007253;TOMAS GUSTIN, TOMAS;BARCELONA;ROVIRA;08024;PLAÇA;1;932133430;BARCELONA 6-C
77147;F08007260;SCHMID BOSCH, ELISENDA;BARCELONA;CARDERS;08003;CARRER;44;933198855;BARCELONA 1-B
77148;F08007278;TELLO MUÑOZ, GEMMA;BARCELONA;GRAN DE GRACIA;08012;CARRER;167;932186565;BARCELONA 6-C
77149;F08007285;LASMARIAS PALOS, ARTURO;BARCELONA;CATEDRAL;08002;AVINGUDA;1;933018127;BARCELONA 1-C
77150;F08007292;ALLUE MUGARRA, EUGENIA;BARCELONA;FLORIDABLANCA;08011;CARRER;117;932231757;BARCELONA 2-D
77151;F08007302;ALMOR ANDREU, MIRIAM;BARCELONA;SANT PAU;08015;RONDA;51;932412525;BARCELONA 2-A
77152;F08007327;VALLS CASTELLVI, M ANGELES;BARCELONA;PROVENÇA;08037;CARRER;306;932153706;BARCELONA 2-G
77153;F08007334;ROMERA GUIJARRO, ISABEL;BARCELONA;SANT JOAN;08009;PASSEIG;87;934573657;BARCELONA 2-G
77154;F08007341;RASA VALTUEÑA,M.VICTORIA/ANNA;BARCELONA;ARAGO;08015;CARRER;32;934232084;BARCELONA 2-B
77155;F08007366;DOMINGUEZ GAYA, M. CARMEN;BARCELONA;CASTILLEJOS;08025;CARRER;376;934358485;BARCELONA 7-B
77156;F08007373;TENORIO RIPOLL, MARIA ISABEL;BARCELONA;UNIO;08001;CARRER;5;933026933;BARCELONA 1-D
77157;F08007398;MUJAL VIÑALS,ASSUMPCIO;SABADELL;VILADOMAT;08205;CARRER;20-24;937100543;SABADELL 5
77158;F08007408;SENTELLES MONILL, ANNA;CASTELLDEFELS;CONSTITUCIO;08860;AVINGUDA;119-125;936651244;CASTELLDEFELS-1
77159;F08007415;RUBIO CALVO, ALVARO;BARCELONA;PADILLA;08025;CARRER;295;932364980;BARCELONA 2-K
77160;F08007430;FULLANA BARCELO, LUCIA;BARCELONA;SANT GERVASI;08022;PASSEIG;24;934177542;BARCELONA 5-E
77161;F08007447;BENEDICTO LOPEZ, MERCE;BARCELONA;DE LES FLORS;08024;TORRENT;45;932130838;BARCELONA 6-A
77162;F08007454;CARRERA RODRIGUEZ, ELISA;BARCELONA;VERDI;08012;CARRER;132;932174621;BARCELONA 6-C
77163;F08007461;SANCHEZ APARICIO, RAQUEL;BARCELONA;GAVA;08014;CARRER;59;934211391;BARCELONA 3-D
77164;F08007479;FULLANA BARCELO, BEATRIZ;BARCELONA;COMTE BORRELL;08029;CARRER;198;932530687;BARCELONA 2-C
77165;F08007486;CEBRIAN ANAUT, MARIA JESUS;BARCELONA;SANT JOAN BOSCO;08017;PASSEIG;57;932032119;BARCELONA 5-C
77166;F08007493;LOPEZ RODRIGUEZ, SOFIA;BARCELONA;SARRIA;08029;AVINGUDA;31;932305004;BARCELONA 2-C
77167;F08007503;PANE TRULLOLS, ESTHER/PANE TRULLOLS, ELENA;BARCELONA;MARAGALL;08031;PASSEIG;358;932293030;BARCELONA 8-A
77168;F08007510;GUERRA MASATS, MARIA;BARCELONA;VILLARROEL;08036;CARRER;201;934100266;BARCELONA 2-E
77169;F08007609;GOMEZ VALENZUELA, NURIA;BARCELONA;GELABERT;08029;CARRER;28-30;934101685;BARCELONA 4-A
77170;F08007616;VENTURA TIRON, ANNA;BARCELONA;MARC AURELI;08006;CARRER;42-44;932016496;BARCELONA 5-B
77171;F08007623;GASPAR OSPITAL,C/ARASA I PLA,G;BARCELONA;MARE DE DEU DEL COLL;08023;CARRER;99;932145126;BARCELONA 6-D
77172;F08007630;ROTLLAN VILALTA, MARIA FALGAS;BARCELONA;ANGEL GUIMERA;08017;CARRER;14;932015609;BARCELONA 5-C
77173;F08007648;SABATE FAURA, JAUME;BARCELONA;DOCTOR SANT PONÇ;08030;CARRER;103;933467604;BARCELONA 9-H
77174;F08007655;FERNANDEZ PEREZ, MA. CARME;BARCELONA;TAQUIGRAF GARRIGA;08029;CARRER;67;932307643;BARCELONA 4-B
77175;F08007662;RIBAS FERNANDEZ, EMMA;BARCELONA;GENERAL MITRE;08023;RONDA;199;934172573;BARCELONA 5-E
77176;F08007670;SOLER BERTOLICH, MONTSERRAT;BARCELONA;MOIANES;08014;CARRER;51;934316660;BARCELONA 3-D
77177;F08007687;MORENO YUSTE, MARIA;BARCELONA;GOMIS;08023;CARRER;82;932470810;BARCELONA 6-D
77178;F08007694;AGUSTI VIDAL, MARIA ISABEL;BARCELONA;DANTE ALIGHIERI;08032;CARRER;59-61;934293012;BARCELONA 7-D
77179;F08007704;GIL TUDELA, EVA;BARCELONA;AUGUSTA;08021;VIA;242;932016266;BARCELONA 5-B
77180;F08007711;GARCIA BERGA, ESTHER;BARCELONA;ARAGO;08015;CARRER;1;932241020;BARCELONA 2-B
77181;F08007729;PALACIO BESCOS, M.DEL PILAR;BARCELONA;VERGE DE MONTSERRAT;08026;AVINGUDA;158;932368634;BARCELONA 7-G
77182;F08007736;MELGUIZO CORZO, RAQUEL;BARCELONA;BONANOVA;08022;PASSEIG;34;934173452;BARCELONA 5-E
77183;F08007743;QUINTEIRO CANEDO, MARGARITA;BARCELONA;PERIS MENCHETA;08032;CARRER;55;932204288;BARCELONA 7-D
77184;F08007750;CARDELLA POU, MARIA LORETO;BARCELONA;FABRA i PUIG;08016;PASSEIG;136;933493282;BARCELONA 8-J
